Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL303824,1000.0,CN1CCCC1CCNc1c2c(nc3ccccc13)CCCCC2,Scientific Literature,Compound was tested for its binding affinity towards human H1 receptor,B,,,Bioorg Med Chem Lett,2003.0,Histamine H1 receptor,Ki,nM,6.0,323.48,4.4
CHEMBL90,15848931924611.11,NCCc1c[nH]cn1,Scientific Literature,Inhibitory activity against human Histamine H1 receptor,B,,,J Med Chem,2003.0,Histamine H1 receptor,Ki,nM,,111.15,-0.09
CHEMBL105385,354.81,CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(Cl)cc3)cc2)CC1,Scientific Literature,Binding affinity at human cortical Histamine 1 receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2002.0,Histamine H1 receptor,Ki,nM,6.45,402.92,4.55
CHEMBL150161,1467.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1,Scientific Literature,Binding affinity to human cloned histamine H1 receptor,B,Homo sapiens,,Bioorg Med Chem,2008.0,Histamine H1 receptor,Ki,nM,5.83,361.84,4.04
CHEMBL92667,0.7,CN(C)CC1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,Scientific Literature,Ability to displace [3H]pyrilamine from human cloned histamine H1 receptor expressed in CHO cells,B,,,Bioorg Med Chem Lett,2004.0,Histamine H1 receptor,Ki,nM,9.15,293.41,3.77
CHEMBL2037531,52.0,O=C(CCCCN1CCC(c2ccccc2)CC1)c1nc2ccccc2s1,Scientific Literature,Displacement of [3H]Pyrilamine from human H1 histamine receptor by liquid scintillation assay,B,Homo sapiens,,Eur J Med Chem,2012.0,Histamine H1 receptor,Ki,nM,7.28,378.54,5.53
CHEMBL726,40.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Scientific Literature,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Histamine H1 receptor,Ki,nM,7.4,437.53,4.31
CHEMBL92337,3.7,OCCN1CCN(CC2C[C@@H]3c4ccccc4Cc4ccccc4[C@H]3O2)CC1,Scientific Literature,Ability to displace [3H]pyrilamine from human cloned histamine H1 receptor expressed in CHO cells,B,,,Bioorg Med Chem Lett,2004.0,Histamine H1 receptor,Ki,nM,8.43,378.52,2.81
CHEMBL180233,9.55,CC(C)OC(=O)N(O)CCC#Cc1ccc(OCCCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,Scientific Literature,Binding affinity for human Histamine H1 receptor in CHO K1 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Histamine H1 receptor,Ki,nM,8.02,605.73,6.51
CHEMBL323517,37000.0,O=C(N[C@H]1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1)c1csc(-c2cccnc2)n1,Scientific Literature,Binding affinity to the human Histamine H1 receptor,B,,,Bioorg Med Chem Lett,2002.0,Histamine H1 receptor,Ki,nM,4.43,476.6,4.07
CHEMBL28997,10000.0,Fc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Scientific Literature,Binding affinity to cloned Histamine H1 receptor,B,,,Bioorg Med Chem Lett,2001.0,Histamine H1 receptor,Ki,nM,,310.38,3.02
CHEMBL1093294,2.9,COc1ncccc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12,Scientific Literature,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Histamine H1 receptor,Ki,nM,8.54,340.49,4.56
CHEMBL360202,50.0,NC(=O)N(O)CCC#Cc1ccc(OCCCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,Scientific Literature,Binding affinity towards human histamine H1 receptor expressed in CHO-K1 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Histamine H1 receptor,Ki,nM,7.3,585.15,6.1
