Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL332771,1000.0,Cc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(Cc1ccccc1)CC3
CHEMBL332490,1000.0,COc1c(C)ccc2c1-c1cccc3c1[C@@H](C2)N(C(C)C)CC3
CHEMBL67750,2570.0,O=C(NCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2
CHEMBL126340,750.0,CN(C)CCc1cccc2c1cc(C(=O)c1ccccc1)n2S(=O)(=O)c1ccccc1
CHEMBL317825,10000.0,CC(C)n1ncc2c1-c1c(Cl)sc(Cl)c1CCC2
CHEMBL240841,1000.0,O=S(=O)(c1ccc(F)cc1)c1ccc(/C=C/c2ccc(F)cc2)nc1
CHEMBL3613878,10.0,Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl
CHEMBL241026,652.0,O=C(/C=C/c1ccccc1)NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
CHEMBL240587,226.0,O=C1c2ccccc2C(=O)N1CCCCN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
CHEMBL394473,120.0,C#Cc1cccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1
CHEMBL4173260,10000.0,CN1CCN(CCCCNC(=O)c2cn3ccccc3n2)CC1
CHEMBL387569,49.0,COc1ccccc1N1CCN(CCCOc2ccc(-c3cn4cccc(C)c4n3)cc2)CC1
CHEMBL391256,78.0,C#Cc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1
CHEMBL241211,1200.0,O=C(NCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(C#Cc2ccccc2)c1
CHEMBL221652,16.0,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3cccc([18F])n3)cc2)CC1
CHEMBL7927,2818.38,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1
CHEMBL210405,141.25,c1ccc(N2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1
CHEMBL218351,42.66,CCCc1c(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)nnn1Cc1ccc(OC)cc1
CHEMBL221866,9.12,COc1ccc(Cn2nnc(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2C)cc1
CHEMBL318740,523.0,CCCN(CCC)C1CCc2n[nH]cc2C1
CHEMBL91938,3700.0,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(C(F)(F)F)cc1)CC3
CHEMBL2397392,7.1,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1
CHEMBL2397391,66.0,C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1
CHEMBL2397479,3.1,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1
CHEMBL156164,0.064,NC(=O)C1CCS[C@@H]2C[C@]3(CCCN3C(=O)[C@@H]3CCCN3)C(=O)N12
CHEMBL305362,1000.0,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccc2)cc1
CHEMBL4864366,162.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCc2ccccc2)c1O
CHEMBL4875195,217.0,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCN(C)C2)c1O
CHEMBL217981,0.58,COc1ccccc1N1CCN(CCCCCNC(=O)c2nnn(Cc3ccccc3Br)c2C)CC1
CHEMBL20655,794.33,CC1(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)CCCCC1
CHEMBL3747114,45.0,CC(C)c1ccccc1OCCN1CCC(N(C)S(=O)(=O)c2cccc(F)c2)CC1
CHEMBL3746079,324.0,CN(C1CCN(CCOc2ccccc2C(C)(C)C)CC1)S(=O)(=O)c1ccc(F)cc1
CHEMBL87753,501.19,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccc4ccc(O)nc4c3)CC1)CC2
CHEMBL2430438,136.6,COc1ccccc1N1CCN(CCCCn2cc(-c3ccc(-c4cnco4)cc3)nn2)CC1
CHEMBL3133780,21.8,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(OCCOCCF)ccc3[nH]2)CC1.O=C(O)C(=O)O
CHEMBL3577343,4.9,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1
CHEMBL2397389,8.8,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1
CHEMBL3577345,30.0,CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@@H]3CCc4c(O)cccc4C3)cc2OC)nn1
CHEMBL3958309,295.12,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncn1
CHEMBL3959209,812.83,Cl.Cl.c1ccc2c(c1)CCN(CCCc1nc3ccccc3[nH]1)C2
CHEMBL3970994,5623.41,C1=C(CCN2CCc3ccccc3C2)CCc2ccccc21
CHEMBL1083815,630.96,O=C1N(CCN2CCCCCC2)CCN1c1ccncc1
CHEMBL3115580,354.81,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1OCCCCF)CC2
CHEMBL3115579,92.7,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccc(OCCCCF)cc1)CC2
CHEMBL3115579,5.495,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccc(OCCCCF)cc1)CC2
CHEMBL3115578,80.5,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCCN1CCN(c3ccc(I)cc3)CC1)CC2
CHEMBL3115575,1.023,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1cccc(I)c1)CC2
CHEMBL3115574,2.042,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccc(I)cc1)CC2
CHEMBL3115585,151.36,CCCCCCNC[C@H]1CCc2ccc(O)cc2O1.O=C(O)C(=O)O
CHEMBL3115585,6.31,CCCCCCNC[C@H]1CCc2ccc(O)cc2O1.O=C(O)C(=O)O
CHEMBL134807,39.81,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1)CC2
CHEMBL2106804,20.89,CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21.Cl
CHEMBL366304,900.0,O=C(N[C@@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2ccsc2)cc1
CHEMBL598104,223.0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cccc(F)c4)c3CC[C@@H]21
CHEMBL88365,115.0,Oc1cccc(N2CCN(Cc3ccccc3)CC2)c1
CHEMBL3115582,234.42,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCCN1CCN(c3ccc(OCCF)cc3)CC1)CC2
CHEMBL2443006,2700.0,COc1ccccc1N1CCN(Cc2cn(-c3ccc(OCCOCCOCCF)cc3)nn2)CC1
CHEMBL191460,1258.93,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL204269,220.0,CC(C)(CCCN1CCCC(c2ccccc2)C1)S(=O)(=O)c1ccccc1
CHEMBL424678,137.0,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)NCc3ccccc3)CC2)cc(C(F)(F)F)n1
CHEMBL51023,291.0,COc1ccccc1N1CCN(CNC(=O)c2ccc(C)cc2)CC1
CHEMBL240773,64.0,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21
CHEMBL242602,630.96,Cc1cc(-c2ccc3c(c2)CCN(CCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1
CHEMBL286177,2336.0,OC(COc1cccc2ccccc12)CN1CCC(Oc2ccccc2)CC1
CHEMBL315560,1414.0,CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OC)cc3)nc3ccccc32)cc1
CHEMBL74805,2.9,Oc1nc2cccc(N3CCN(Cc4ccnc(-c5ccc(F)cc5)c4)CC3)c2o1
CHEMBL135152,380.0,CCCNC1CCc2c(cccc2OC)C1
CHEMBL2165131,113.0,O=C1CCc2ccc(Oc3cccc(CN4CCN(c5cccc(Cl)c5Cl)CC4)c3)cc2N1
CHEMBL309901,200.0,Cc1c(C2CCN(Cc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1
CHEMBL2112285,120.0,O=C(/C=C(\O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1
CHEMBL78287,570.0,Clc1ccc(-c2cc(C3CCN(Cc4cccc(Cl)c4)CC3)[nH]n2)cc1
CHEMBL343755,110.0,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
CHEMBL291801,251.19,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OS(C)(=O)=O)C1
CHEMBL335545,25.5,C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1
CHEMBL3409253,76.0,NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3Cc2cccc(Cl)c2)CC1
CHEMBL336652,3.8,CCCNC1CCc2ccc(O)cc2C1
CHEMBL25074,3.6,CN1C[C@@H](NC(=O)C(C)(C)C)CC2c3cccc4[nH]c(Cl)c(c34)C[C@H]21
CHEMBL106635,8500.0,Ic1cccn1C1CCN(Cc2ccccc2)CC1
CHEMBL294458,10300.0,N#CC(C#N)=Cc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c[nH]1
CHEMBL2112905,1000.0,COc1cccc(C(=O)NCCN2CCN(c3cc(C)ccn3)CC2)c1.Cl.Cl
CHEMBL411663,330.0,O=C1Nc2ccc(F)cc2C1CCCCN1CCN(c2ccccc2)CC1
CHEMBL3799427,1700.0,COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1
CHEMBL245615,98.4,OC1(c2ccc(-c3ccccc3)cc2)CCN(Cc2c[nH]c3ccccc23)CC1
CHEMBL245614,177.0,COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1
CHEMBL225512,987.0,O=C(CCCCCN1CCN(c2ccccc2O)CC1)NC1CCCc2ccccc21
CHEMBL487761,1000000.0,COc1cccc(CCc2ccccc2OCCCCCN2CCN(c3ncccn3)CC2)c1
CHEMBL231374,1396.0,COc1ccc2c(c1)Cc1ccccc1CCCN(C)CC2
CHEMBL4098803,0.74,COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1
CHEMBL318374,15.9,COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3
CHEMBL4088249,10.0,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(F)cc1
CHEMBL4085802,11.0,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(Cl)cc1
CHEMBL160266,640.0,Clc1ccc(N2CCN(Cc3cnn4c(N5CCN(Cc6ccccc6)CC5)cccc34)CC2)cc1
CHEMBL4535174,63.1,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccsc2)cc1
CHEMBL4587635,190.0,Cc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1
CHEMBL4071729,2200.0,O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)NCCN1C(=O)C=CC1=O.O=C(O)C(F)(F)F
CHEMBL4071729,1500.0,O=C(NCCN1CCC(O)(c2ccc(Cl)cc2)CC1)NCCN1C(=O)C=CC1=O.O=C(O)C(F)(F)F
CHEMBL316222,2345.0,CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OCCCN(CC)CC)cc3)nc3ccccc32)cc1
CHEMBL4081383,149.0,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1
CHEMBL64139,280.0,COc1ccc(Br)cc1-c1nc(CNC[C@@H]2CCN(Cc3ccccc3)C2)cs1
CHEMBL326864,11000.0,N#CC(C#N)=Cc1cccn1C1CCN(Cc2ccccc2)CC1
CHEMBL134759,180.0,CCNC1CCc2c(cccc2OC)C1
CHEMBL3322996,191.0,N#Cc1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)c1
CHEMBL1831166,870.0,COc1cc2c(cc1OC)CN(CCCCn1cc(-c3ccc(F)cc3)c3ccccc31)CC2
CHEMBL113606,19.95,CCN(Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1)Cc1ccccc1Cl
CHEMBL4786420,66.0,CCCN(CCCCc1cn(CCOCCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1
CHEMBL1774545,196.0,CCCN(CCCCN1CCN(c2ccccc2OC)CC1)Cc1ccc2c(c1)Cc1ccccc1-2
CHEMBL1774548,313.0,CCCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2ccccc2c1
CHEMBL1774549,2090.0,OC(CCNCc1ccc2c(c1)Cc1ccccc1-2)CN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL1774551,869.0,CN(CCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2c(c1)Cc1ccccc1-2
CHEMBL346692,135.0,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1
CHEMBL134747,524.0,CCCN(CCc1ccccc1)C1CCc2ccc(O)cc2C1
CHEMBL106737,158.0,COc1ccccc1N1CCN(CC2CN=C3c4ccccc4NC(=O)N32)CC1
CHEMBL436157,125.89,CCCN1CC2COc3ccc(C#N)cc3C2C1
CHEMBL162762,38.0,C#CC1=CCC(N(CCC)CCC)CC1
CHEMBL162762,2900.0,C#CC1=CCC(N(CCC)CCC)CC1
CHEMBL162762,-0.51,C#CC1=CCC(N(CCC)CCC)CC1
CHEMBL362101,32.0,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)s1
CHEMBL334472,0.5,CCCNC1CCc2c(O)cccc2C1
CHEMBL3695386,128.1,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1
CHEMBL152869,253.0,COc1cccc(C(=O)NCCCCCN2CCN(c3ccccc3OC)CC2)c1
CHEMBL3642737,687.5,O=C(CC(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1
CHEMBL3697981,310.25,O=C(C[C@H]1CCCCO1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1
CHEMBL6416,520.0,Clc1ccc(-c2cc(C3CCN(CCc4ccccc4)CC3)[nH]n2)cc1
CHEMBL4170484,497.0,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1.Cl
CHEMBL3588986,56.1,Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5[nH]ccc5c4)nn3)CC2)c1Cl
CHEMBL3818124,18.0,O=C1NCN(c2ccccc2)C12CCN(CCCCc1nc3cc(Cl)ccc3s1)CC2
CHEMBL152159,680.0,COc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1
CHEMBL314285,5800.0,Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(F)cc1)CC3
CHEMBL3819366,166.0,Cl.Fc1ccc(OCCCN2CCc3ccccc3C2)cc1
CHEMBL3819427,218.78,NC(=O)c1ccc(C(=O)CCCN2CCc3ccccc3C2)cc1
CHEMBL97596,5011.87,O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc2c(Cl)cccc2c1
CHEMBL3358502,1000.0,Cc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4n3)CC2)c1
CHEMBL3358099,1000.0,COc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)c1
CHEMBL134808,4.3,O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CN1CCc3ccccc3C1)CC2
CHEMBL160626,44000.0,N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12
CHEMBL94015,1183.0,CCCN1COC[C@@H]2c3cc(O)ccc3OC[C@H]21
CHEMBL131851,694.0,CCCCNC1CCc2c(cccc2OC)C1
CHEMBL160626,45000.0,N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12
CHEMBL336962,3206.0,CCCN[C@H]1CCc2ccc(OC)cc2C1
CHEMBL4216126,328.0,CC(C)c1ccccc1OCCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1
CHEMBL162762,270.0,C#CC1=CCC(N(CCC)CCC)CC1
CHEMBL240773,870.0,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21
CHEMBL4161308,2941.0,CC(C)c1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(Cl)c1
CHEMBL90739,290.0,C[C@H]1CCCCN1CCc1c(-c2ccccc2)[nH]c2ccccc12
CHEMBL3759617,199.0,CC(C)c1cccc(OCCN2C3CCC2CC(NS(=O)(=O)c2cccc(F)c2)C3)c1
CHEMBL3343670,1000.0,Cl.NC(N)=NC(=O)c1ccc2c(c1)C1(CCCO1)c1ccccc1-2
CHEMBL310045,1.3,Oc1nc2cccc(N3CCN(Cc4cccc(-c5ccsc5)c4)CC3)c2o1
CHEMBL233410,130.0,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1
CHEMBL234609,52.0,Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCN(c4ccccc4OC(C)C)CC3)CC2)cc1Cl
CHEMBL572379,44.0,O=C(CCCc1cn(-c2ccc([N+](=O)[O-])cc2)nn1)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL240024,100000.0,COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C1SCCSC1C3)CC2
CHEMBL3976948,3460.0,O=C(CCOCCN1CCN(c2cccnc2-c2ccc(F)cc2)CC1)NCc1ccc(C(F)(F)F)cc1
CHEMBL3958956,178.0,C[C@@H]1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1
CHEMBL3895172,345.0,O=C(CCOCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1
CHEMBL3941102,2766.0,O=C(CCOCCN1CCN(c2cccnc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1
CHEMBL240584,27.0,COc1ccccc1N1CCN(CCCCCNC(=O)c2cccc(C#Cc3ccccc3)c2)CC1
CHEMBL241641,840.0,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(C#Cc2ccccc2)cc1
CHEMBL241212,160.0,C#Cc1ccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)cc1
CHEMBL3676855,83.59,Cc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)on1
CHEMBL3353907,139.0,COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3OC)nn2)CC1
CHEMBL3353905,23.7,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(F)cc3)nn2)CC1
CHEMBL364782,1000.0,O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2ccsc2)cc1
CHEMBL3323011,511.0,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(F)(F)F)n1
CHEMBL257525,1000.0,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1
CHEMBL3318833,3.0,O=C(CCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL210283,2700.0,COc1ccccc1N1CCN(Cc2cn3cc(C)cc(C#N)c3n2)CC1
CHEMBL211164,130.0,COc1ccccc1N1CCN(Cc2cn3cc(Br)ccc3n2)CC1
CHEMBL207543,1100.0,Clc1ccc(N2CCN(Cc3cn4nc(N5CCCCC5)ccc4n3)CC2)cc1Cl
CHEMBL93283,217.0,C#Cc1cccc([C@@H]2CCCN(CCC)C2)c1
CHEMBL357416,3.5,Oc1ccc(C2=CCC[C@@H](CN3CC=C(c4ccccc4)CC3)C2)cc1
CHEMBL92183,119.0,CCCN1CCC[C@@H](c2cccc(C#N)c2)C1
CHEMBL14998,62.0,Cc1nc(Cl)c(Sc2ccc(Cl)cc2)c(N2CCN(C)CC2)n1
CHEMBL197408,10000.0,COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1
CHEMBL342001,4300.0,N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(Cl)cc4)CC3)c2c1
CHEMBL342001,2600.0,N#Cc1ccc2[nH]cc(CN3CCN(c4ccc(Cl)cc4)CC3)c2c1
CHEMBL564930,31.62,CC1(C)[C@H]2CC[C@]1(C)CN(CCN1CCN(c3cccc(Cl)c3)C1=O)C2
CHEMBL551927,15.85,C[C@@]12CC(c3ccccc3)C[C@@H](C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2
CHEMBL210955,2884.03,Clc1ccc(N2CCN(Cc3cnn(-c4ccccc4)c3)CC2)cc1
CHEMBL4085920,200.0,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2)cc(C(F)(F)F)n1
CHEMBL2368619,398.11,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3c(F)cccc3F)CC1)CC2.Cl
CHEMBL299879,63.0,O=[N+]([O-])c1ccccc1S(=O)(=O)NC[C@H]1CC[C@H](CNCC2CCc3ccccc3C2)CC1
CHEMBL398744,5.0,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1
CHEMBL403181,794.33,CCc1noc2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3
CHEMBL3895585,467.74,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1nccs1
CHEMBL550222,16.0,CSc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1
CHEMBL54,0.81,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
CHEMBL3318844,47.0,Cc1ccc(C(=O)OC2(c3ccc(Cl)cc3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
CHEMBL3318845,4.5,CC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL3318824,1.6,CCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL1125,9.0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1
CHEMBL391107,191.0,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3)CC2)CC1
CHEMBL394139,356.0,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3cc(Cl)ccc3F)CC2)CC1
CHEMBL3325909,1000.0,CC(=O)Nc1cc2c(cc1O)C(c1ccccc1)CN(C)CC2
CHEMBL3325922,1000.0,CN1CCc2ccc(N(C)C)cc2C(c2ccccc2)C1
CHEMBL61248,126.0,COc1cc2ccccc2cc1C(=O)NCC1CCN(Cc2ccccc2)CC1
CHEMBL388361,55.0,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC
CHEMBL3642744,1461.0,O=C(C[C@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1
CHEMBL3085224,1000.0,CCCN(C1CCCC1)[C@H]1COc2cccc(C(N)=O)c2C1
CHEMBL64157,25.12,N#Cc1ccc2c(c1)[C@H]1CN(Cc3ccc(F)cc3)C[C@@H]1CO2
CHEMBL3642733,5340.0,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCCCC2)cc1
CHEMBL3642778,1950.0,Cc1cc2c(c(N3CCN(CC[C@H]4CC[C@H](NC(=O)C5CCOCC5)CC4)CC3)n1)CCO2
CHEMBL3676866,62.94,O=C(CCO)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1
CHEMBL421085,23.0,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(Cl)c(Cl)c2)CC1.O=C(O)C(=O)O
CHEMBL435598,292.0,Cc1ccc(OCCNCCCOc2cccc(C)c2)cc1
CHEMBL132455,1400.0,O=[N+]([O-])c1ccc(OCCNCCCOc2ccccc2)cc1
CHEMBL2092940,6.7,CCCN(CCc1ccc(C)cc1)[C@H]1CCc2c(O)cccc2C1
CHEMBL3084523,5.6,O[C@@]1(c2ccc(Cl)cc2)C[C@H]2CC[C@@H](C1)N2Cc1coc2c1ccc1ccccc12
CHEMBL4861573,2.26,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2)c1O.Cl
CHEMBL4856983,7.24,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCOCc3ccccc3)CN2)c1O
CHEMBL4879054,14.1,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1
CHEMBL61565,39.81,CC(=O)Nc1ccc(CCN2CC3COc4ccc(C#N)cc4C3C2)cc1
CHEMBL487960,178000.0,COc1cccc(CCc2ccccc2OCCN2CCN(C)CC2)c1
CHEMBL344602,2000.0,N#Cc1ccc2cc(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)[nH]c2c1
CHEMBL284586,83.2,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3
CHEMBL554016,585.0,Cl.Fc1ccccc1N1CCN(CCCCc2cc(/C=C/c3ccccc3)no2)CC1
CHEMBL340712,76.4,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(I)cc2)CC1
CHEMBL3754166,4365.16,C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12
CHEMBL3642796,222.9,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-c2cccnc2)cc1
CHEMBL4861431,754.0,CC(Oc1ccc(Cl)c(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1
CHEMBL65641,1070.0,COc1ccc(Br)cc1-c1nc(CNCC[C@@H]2CCN(Cc3ccccc3)C2)co1
CHEMBL342630,2450.0,CC(C)N[C@@H]1CCc2c(F)cccc2C1
CHEMBL342060,190.0,COc1ccccc1N1CCN(CCCCNC(=O)c2ccn3nccc3c2)CC1
CHEMBL3588997,789.0,COc1ccccc1N1CCN(CC(O)CCn2cc(-c3ccc4[nH]ccc4c3)nn2)CC1
