"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL322873";"";"None";"334.46";"0";"4.73";"20";"CC1CCCN(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1";"Ki";"'='";"11748.98";"nM";"4.93";"";"";"UO_0000065";"14.74";"0.27";"0.20";"13.60";"0";"CHEMBL702649";"Binding affinity to the human cortical histamine H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"-4.93"
"CHEMBL106483";"";"None";"322.41";"0";"3.33";"18";"N#Cc1ccc(-c2ccc(OCCCN3CCOCC3)cc2)cc1";"Ki";"'='";"38018.94";"nM";"4.42";"";"";"UO_0000065";"13.71";"0.25";"1.09";"9.72";"0";"CHEMBL702649";"Binding affinity to the human cortical histamine H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"-4.42"
"CHEMBL2031874";"";"None";"391.52";"0";"3.15";"39";"CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1";"Ki";"'>'";"55000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2034396";"Binding affinity to H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029265";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"55.0"
"CHEMBL2030624";"";"None";"247.34";"0";"2.83";"14";"COc1ccc(CN2C3CCC2CC3)cc1OC";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033375";"Inhibition of H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL3139682";"";"None";"325.84";"0";"3.85";"5";"Nc1ccc2ccc(CCNCCc3cccc(Cl)c3)cc2n1";"Ki";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4041182";"Displacement of [3H]Tiotidine from human H2 receptor expressed in HEK cells after 90 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038342";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL305929";"";"None";"316.47";"0";"2.83";"5h";"S=C(NCCCCCc1c[nH]cn1)NCCc1ccccc1";"Ki";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"17.38";"0.34";"2.67";"10.43";"0";"CHEMBL702653";"Displacement of [125 I]iodoaminopotentidine bound to membranes of CHO cells expressing human H2 receptors";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128403";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";"";"";"";"-5.5"
"CHEMBL107293";"";"None";"442.58";"0";"3.41";"44";"Cc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1";"Ki";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"14.51";"0.28";"3.01";"8.48";"0";"CHEMBL697135";"Binding affinity to the human Histamine H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134928";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"380.0"
"CHEMBL105483";"";"None";"398.50";"0";"3.91";"3";"CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(OC)cc3)cc2)CC1";"Ki";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"10.04";"0.19";"0.09";"7.81";"0";"CHEMBL702649";"Binding affinity to the human cortical histamine H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"-4.0"
"CHEMBL303737";"";"None";"441.62";"0";"3.49";"46";"N[C@H](CC1CCCCC1)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1";"Ki";"'='";"20417.38";"nM";"4.69";"";"";"UO_0000065";"10.62";"0.20";"1.20";"6.18";"0";"CHEMBL702650";"Binding affinity towards Histamine H2 receptor from human membranes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135199";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"-4.69"
"CHEMBL63036";"";"None";"423.56";"0";"4.07";"27";"CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)c3ccccn3)CC2)cc1";"Ki";"'='";"18620.87";"nM";"4.73";"";"";"UO_0000065";"11.17";"0.21";"0.66";"7.54";"0";"CHEMBL702652";"Binding affinity for the human Histamine H2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1941";"Histamine H2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135198";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"-4.73"
